t,o,h,l,c,v
2025-05-29T00:00:00+02:00,490.86310466507234,493.3912705093138,475.0991776362526,477.1316223144531,367399.0
2025-05-30T00:00:00+02:00,476.98290424936505,479.3623597563341,473.0666949988401,474.15728759765625,930255.0
2025-06-02T00:00:00+02:00,467.8120798556018,474.80173633482997,463.3505892714767,473.1163024902344,432937.0
2025-06-03T00:00:00+02:00,471.72824357235856,473.66156819818383,462.0121209426555,469.5470886230469,594655.0
2025-06-04T00:00:00+02:00,470.9351100819285,475.1983000285236,466.8701904488849,472.57098388671875,529986.0
2025-06-05T00:00:00+02:00,477.03248279902397,479.8085395453746,463.69760128533613,466.0770568847656,545281.0
2025-06-06T00:00:00+02:00,463.99500606142243,470.09237028209975,463.6975854677966,467.2171936035156,289488.0
2025-06-09T00:00:00+02:00,466.969336741793,473.26500157929837,466.4240555636641,467.5146179199219,390447.0
2025-06-10T00:00:00+02:00,462.7557183584583,471.3316886623981,462.1608468952514,470.7864074707031,524847.0
2025-06-11T00:00:00+02:00,472.7692683008389,478.6187718380473,466.47360362465304,466.57275390625,637539.0
2025-06-12T00:00:00+02:00,463.99500601336547,468.25819588912606,458.98823439719894,464.8377380371094,525876.0
2025-06-13T00:00:00+02:00,456.0634638642173,459.28565138064926,453.33699750415946,457.45147705078125,574846.0
2025-06-16T00:00:00+02:00,457.3523415970397,465.58133121351153,457.3523415970397,463.3505859375,428699.0
2025-06-17T00:00:00+02:00,457.4514682583747,463.2514117277585,455.22072309756686,456.7574768066406,409249.0
2025-06-18T00:00:00+02:00,455.8651665276961,462.2104215793591,455.66689621759315,460.07879638671875,380815.0
2025-06-19T00:00:00+02:00,452.09770372667145,455.8651724884929,446.694330910704,448.6772155761719,475583.0
2025-06-20T00:00:00+02:00,450.8583983735172,453.08914361010966,444.86018439546945,446.0994873046875,1523772.0
2025-06-23T00:00:00+02:00,441.88585531114416,447.43790811289296,440.22517126684124,445.95074462890625,399236.0
2025-06-24T00:00:00+02:00,461.1198167810638,463.20185164880087,446.1490320971858,449.66864013671875,513993.0
2025-06-25T00:00:00+02:00,449.7678008256826,452.0976963207244,440.05167822662037,440.9935302734375,480189.0
2025-06-26T00:00:00+02:00,441.48925044542,445.95074085967093,432.8141301954876,433.8055725097656,561542.0
2025-06-27T00:00:00+02:00,437.32520831429827,445.45501708984375,436.53203631367705,445.45501708984375,536063.0
2025-06-30T00:00:00+02:00,446.09947998405227,449.07380691736586,440.7952575683594,440.7952575683594,627500.0
2025-07-01T00:00:00+02:00,442.6789984014137,465.0360107421875,442.6789984014137,465.0360107421875,676415.0
2025-07-02T00:00:00+02:00,470.14196680686,488.43405971225417,462.16083786564144,484.319580078125,1092297.0
2025-07-03T00:00:00+02:00,490.7639525282391,491.01181311032406,480.89908925868986,481.7418212890625,600087.0
2025-07-04T00:00:00+02:00,478.5692064442687,479.46149845577264,470.83593841292634,473.2649841308594,359252.0
2025-07-07T00:00:00+02:00,473.90942054223643,475.0495731387009,466.57275355583687,471.2821044921875,327388.0
2025-07-08T00:00:00+02:00,470.68723463885846,480.7503679905963,468.80350030928093,478.5196228027344,417527.0
2025-07-09T00:00:00+02:00,479.2136499545335,485.4101644355417,475.54530127920924,483.6751403808594,459382.0
2025-07-10T00:00:00+02:00,485.5588797540948,500.6783752441406,484.12127627706394,500.6783752441406,685442.0
2025-07-11T00:00:00+02:00,496.7125988848976,497.0100194762733,483.52642822265625,483.52642822265625,483687.0
2025-07-14T00:00:00+02:00,477.37949167787434,480.0068078549318,473.36416226165625,475.4461669921875,416095.0
2025-07-15T00:00:00+02:00,475.34701899531376,482.3366750512489,473.2649841308594,473.2649841308594,414119.0
2025-07-16T00:00:00+02:00,470.29066537533726,475.29743693375127,465.5317241377814,471.52996826171875,402058.0
2025-07-17T00:00:00+02:00,475.24789296581883,481.19654702128395,468.2086462822346,472.769287109375,429162.0
2025-07-18T00:00:00+02:00,476.88374464982155,480.25464240687353,466.5727508167846,468.704345703125,451192.0
2025-07-21T00:00:00+02:00,470.0923694297685,470.7863911555284,461.3180988566936,464.78814697265625,352498.0
2025-07-22T00:00:00+02:00,462.1608199148071,466.176179364727,459.5830638956767,461.5659484863281,413256.0
2025-07-23T00:00:00+02:00,473.0666863322998,476.7350349366363,469.29921770332,475.8427429199219,466961.0
2025-07-24T00:00:00+02:00,479.1144883410846,479.3623489144633,459.78136361754366,466.2257385253906,522409.0
2025-07-25T00:00:00+02:00,460.97112774326627,490.1690864807334,456.16262634655305,484.51788330078125,1004012.0
2025-07-28T00:00:00+02:00,491.50754614473544,495.9194767149665,483.37770675343984,485.01361083984375,667768.0
2025-07-29T00:00:00+02:00,484.81530990061475,485.26147106137324,470.73681640625,470.73681640625,699038.0
2025-07-30T00:00:00+02:00,470.7368008758111,482.9811195645906,470.7368008758111,476.6358947753906,503050.0
2025-07-31T00:00:00+02:00,475.1983064748421,476.93333058815415,466.176205290755,468.30780029296875,570240.0
2025-08-01T00:00:00+02:00,465.9778902407673,467.16763312692814,456.06346704415523,457.6993408203125,565862.0
2025-08-04T00:00:00+02:00,458.1950702182389,462.0121292688469,454.7746123077609,458.3437805175781,409317.0
2025-08-05T00:00:00+02:00,459.4839504605357,460.5249527829892,447.73535304116075,452.5934143066406,524030.0
2025-08-06T00:00:00+02:00,455.0720355510773,456.90620993737093,448.52851003435313,453.7831726074219,288926.0
2025-08-07T00:00:00+02:00,456.06346014795497,464.9864408899802,453.88227497511497,457.154052734375,317921.0
2025-08-08T00:00:00+02:00,460.6736640295901,462.5573983703298,454.229289004247,457.40191650390625,237798.0
2025-08-11T00:00:00+02:00,461.02069338336264,463.8463101360284,451.60199104542295,454.0805969238281,325684.0
2025-08-12T00:00:00+02:00,456.0634706888054,458.0959153577859,446.29775771081574,453.23785400390625,406963.0
2025-08-13T00:00:00+02:00,455.61731566564015,466.32491110139057,454.92332418085005,465.5813293457031,400911.0
2025-08-14T00:00:00+02:00,467.3658944105586,468.952208142663,459.285645712661,468.8530578613281,468887.0
2025-08-15T00:00:00+02:00,469.94366087221556,473.1162884068317,466.91977389111156,472.02569580078125,436434.0
2025-08-18T00:00:00+02:00,473.0666949392405,473.512856083924,465.82917813636755,471.77783203125,374669.0
2025-08-19T00:00:00+02:00,471.4803773974173,487.0955937461183,470.9846562434903,485.70758056640625,403634.0
2025-08-20T00:00:00+02:00,481.64267684270453,494.5314272673413,480.79997505853663,489.32635498046875,408762.0
2025-08-21T00:00:00+02:00,487.9383242502175,489.32633742563735,478.42047207296736,480.8495178222656,318262.0
2025-08-22T00:00:00+02:00,477.6273371357746,494.3331462607227,477.32991654266846,490.86309814453125,423115.0
2025-08-25T00:00:00+02:00,491.0118099059667,491.3588207699048,481.9401187121427,483.8734130859375,286199.0
2025-08-26T00:00:00+02:00,478.9657993576884,491.11096799358876,478.5196382031898,482.0888366699219,2474373.0
2025-08-27T00:00:00+02:00,482.6341052853031,502.7604023688454,482.0392641033532,497.70404052734375,518343.0
2025-08-28T00:00:00+02:00,498.3980812812993,521.0029547511905,498.3980812812993,508.70904541015625,638110.0
2025-08-29T00:00:00+02:00,505.63557532293333,511.18762802330565,499.78607177734375,499.78607177734375,452290.0
2025-09-01T00:00:00+02:00,501.1740798771687,504.5449776272351,497.40661126058,499.3894958496094,206296.0
2025-09-02T00:00:00+02:00,507.717601998435,519.218369538244,507.02361050896985,508.60992431640625,566516.0
2025-09-03T00:00:00+02:00,513.666233325963,520.308908863115,512.0799498452265,516.3431396484375,594776.0
2025-09-04T00:00:00+02:00,512.3773679581856,515.549995417166,494.630556859532,494.828857421875,595875.0
2025-09-05T00:00:00+02:00,495.72117418726384,498.7946515185088,486.40162216382714,492.0032653808594,518330.0
2025-09-08T00:00:00+02:00,493.88699846093834,495.0767413783503,488.63236613127725,491.90411376953125,294081.0
2025-09-09T00:00:00+02:00,491.2100998554909,499.19119827146454,483.7246923333193,487.78961181640625,339904.0
