t,o,h,l,c,v
2024-12-04T00:00:00+01:00,9.017567978913133,9.061057584372623,8.879534420033417,8.900333404541016,14623315.0
2024-12-05T00:00:00+01:00,8.938150884290042,9.159382164107466,8.938150884290042,9.125347137451172,9167856.0
2024-12-06T00:00:00+01:00,9.199090556157831,9.316325123047928,9.168836997911427,9.197199821472168,5930602.0
2024-12-09T00:00:00+01:00,9.214218942326484,9.278508434750293,9.182073745295593,9.218000411987305,4741566.0
2024-12-10T00:00:00+01:00,9.218000007663981,9.272834921892576,9.15371051806006,9.176401138305664,4081390.0
2024-12-11T00:00:00+01:00,9.151819719797984,9.166946499310761,9.02323983984457,9.030803680419922,7661917.0
2024-12-12T00:00:00+01:00,9.000549323105046,9.095092362902998,8.998657686900538,9.040257453918457,4846357.0
2024-12-13T00:00:00+01:00,9.032693870344314,9.098874090244731,8.972185854304843,9.085638046264648,5332156.0
2024-12-16T00:00:00+01:00,9.089421122238967,9.106438636779785,9.028913101505694,9.106438636779785,4959588.0
2024-12-17T00:00:00+01:00,9.038367673661893,9.11778394367383,9.011894682019973,9.053494453430176,6113143.0
2024-12-18T00:00:00+01:00,9.002440149463055,9.04403901526728,8.981640265742016,8.996767044067383,6550108.0
2024-12-19T00:00:00+01:00,8.957059458761233,8.996767592399637,8.854952571794502,8.955168724060059,8318291.0
2024-12-20T00:00:00+01:00,8.919242057244203,8.940041942226932,8.870079348476231,8.928696632385254,13214534.0
2024-12-23T00:00:00+01:00,8.928696484739017,8.979749927363388,8.883315246122732,8.95895004272461,4024768.0
2024-12-24T00:00:00+01:00,8.966514437190419,9.055385283608143,8.955169126835182,8.983531951904297,1682548.0
2024-12-27T00:00:00+01:00,8.979750538027913,9.06673065019891,8.955169182378762,9.062949180603027,3903413.0
2024-12-30T00:00:00+01:00,9.066730102024097,9.119674279717273,9.05538479228443,9.104547500610352,3670092.0
2024-12-31T00:00:00+01:00,9.076185227662787,9.106438787711882,9.068621386831534,9.102657318115234,1601093.0
2025-01-02T00:00:00+01:00,9.174510653337066,9.210436417793105,9.108329525545933,9.168837547302246,4485685.0
2025-01-03T00:00:00+01:00,9.200982435860148,9.235017464378151,9.064839616874357,9.110219955444336,5379854.0
2025-01-06T00:00:00+01:00,9.110220105481647,9.136692195492921,9.064839766164294,9.093202590942383,7079036.0
2025-01-07T00:00:00+01:00,9.06483936593048,9.187746136726165,8.9759685243485,9.09131145477295,5091920.0
2025-01-08T00:00:00+01:00,9.059166108504353,9.083747462251761,8.924914030219448,9.081856727600098,6140861.0
2025-01-09T00:00:00+01:00,9.055384245392734,9.157491125245178,9.04025746719938,9.119673728942871,3563196.0
2025-01-10T00:00:00+01:00,9.12912941221361,9.238800145301802,9.110220260946907,9.182073593139648,5572217.0
2025-01-13T00:00:00+01:00,9.199090617389144,9.382505407687795,9.182073103467008,9.2898530960083,5715409.0
2025-01-14T00:00:00+01:00,9.291744386258053,9.43355941512271,9.291744386258053,9.367379188537598,6333951.0
2025-01-15T00:00:00+01:00,9.48272195910411,9.558356760046356,9.454359134160255,9.525266647338867,9192229.0
2025-01-16T00:00:00+01:00,9.506358476772133,9.615083391323681,9.463813788184492,9.596174240112305,5289179.0
2025-01-17T00:00:00+01:00,9.615082497304224,9.719080114383129,9.600900635214334,9.662354469299316,9919835.0
