time,open,high,low,close,volume,sma20,sma50,ema20,rsi14,macd,macd_signal,vol20
2025-05-06 00:00:00+02:00,492.0,492.95001220703125,484.3999938964844,489.1000061035156,476847.0,,,489.1000061035156,46.10038466278792,0.0,0.0,
2025-05-07 00:00:00+02:00,489.1000061035156,491.0,482.0,483.5,542053.0,,,488.5666721888951,46.10038466278792,-0.4467241336137704,-0.08934482672275408,
2025-05-08 00:00:00+02:00,485.79998779296875,496.70001220703125,482.3500061035156,487.29998779296875,673673.0,,,488.44603557975927,46.10038466278792,-0.4884978715232364,-0.16917543568285054,
2025-05-09 00:00:00+02:00,492.3999938964844,498.25,491.45001220703125,495.75,503875.0,,,489.1416512388298,46.10038466278792,0.15841539160459206,-0.10365727022536203,
2025-05-12 00:00:00+02:00,509.0,536.4000244140625,508.29998779296875,530.5,924869.0,,,493.0805415970365,46.10038466278792,3.4355307357463403,0.6041803309689785,
2025-05-13 00:00:00+02:00,532.0,541.0999755859375,530.2000122070312,536.9000244140625,627140.0,,,497.2538256748485,46.10038466278792,6.474463158224239,1.7782368964200308,
2025-05-14 00:00:00+02:00,537.9000244140625,537.9000244140625,521.2000122070312,525.2000122070312,585731.0,,,499.91536724934207,46.10038466278792,7.848275755807208,2.9922446682974666,
2025-05-15 00:00:00+02:00,518.9000244140625,521.0,505.79998779296875,507.29998779296875,585025.0,,,500.61866444397316,46.10038466278792,7.407263441614418,3.8752484229608575,
2025-05-16 00:00:00+02:00,506.6000061035156,510.70001220703125,499.25,503.8999938964844,793318.0,,,500.931172010879,46.10038466278792,6.706103130301017,4.4414193644288895,
2025-05-19 00:00:00+02:00,501.5,505.5,491.45001220703125,498.6000061035156,565393.0,,,500.7091562101777,46.10038466278792,5.657547129345119,4.684644917412135,
2025-05-20 00:00:00+02:00,499.0,505.6000061035156,492.79998779296875,504.8999938964844,491158.0,,,501.10828360887353,46.10038466278792,5.27411855220231,4.80253964437017,
2025-05-21 00:00:00+02:00,498.3999938964844,502.1000061035156,490.29998779296875,493.6499938964844,582521.0,,,500.3979703029317,46.10038466278792,4.016171734757563,4.645266062447648,
2025-05-22 00:00:00+02:00,486.1499938964844,491.95001220703125,477.6000061035156,485.1000061035156,762477.0,,,498.9410213315588,46.10038466278792,2.302782219260564,4.176769293810231,
2025-05-23 00:00:00+02:00,486.79998779296875,489.8500061035156,466.79998779296875,479.0,830264.0,,,497.0418764428389,46.10038466278792,0.4475303202943337,3.4309214991070522,
