t,o,h,l,c,v
2024-12-09T00:00:00+01:00,53.78206783668945,54.76339463326284,53.78206783668945,54.57258224487305,3643529.0
2024-12-10T00:00:00+01:00,54.39993813169855,54.6270967215692,54.0364864676045,54.2454719543457,3017820.0
2024-12-11T00:00:00+01:00,54.1455192565918,54.49988608673438,53.95470688130961,54.1455192565918,1806949.0
2024-12-12T00:00:00+01:00,54.31816164917711,54.45445819144361,53.33683832981951,53.53673553466797,3064965.0
2024-12-13T00:00:00+01:00,53.61850906209652,53.927444865878705,53.40043876893546,53.55490493774414,2159456.0
2024-12-16T00:00:00+01:00,53.28231499390445,53.87292867754839,53.109675724087126,53.44586944580078,1775368.0
2024-12-17T00:00:00+01:00,53.218714532533824,53.464046227262315,52.92795181274414,52.92795181274414,3075365.0
2024-12-18T00:00:00+01:00,52.99155361745539,53.80023761304607,52.9188646737778,53.273231506347656,2891991.0
2024-12-19T00:00:00+01:00,52.31917078299051,52.78257280513049,51.99206184210809,52.52815628051758,2800740.0
2024-12-20T00:00:00+01:00,52.11926685052129,52.33733715338496,51.428702803734765,52.228302001953125,4839471.0
2024-12-23T00:00:00+01:00,52.26464797781755,52.27373279616149,51.80124252048288,52.19195556640625,1395481.0
2024-12-24T00:00:00+01:00,52.5372381656792,52.61901539633319,52.28282165527344,52.28282165527344,479686.0
2024-12-27T00:00:00+01:00,52.6099304098996,53.30957581128139,52.6099304098996,53.19145584106445,2338135.0
2024-12-30T00:00:00+01:00,53.1278503798498,53.90927645817113,53.082415890421665,53.36409378051758,1667203.0
2024-12-31T00:00:00+01:00,53.19145454972133,53.972880628690085,53.14602352642045,53.809326171875,796685.0
2025-01-02T00:00:00+01:00,54.10009079563966,54.51806177066851,52.62810063219279,53.836585998535156,1571471.0
2025-01-03T00:00:00+01:00,53.77298308806825,54.00014168392316,52.8643487046486,53.146026611328125,2635522.0
2025-01-06T00:00:00+01:00,54.000139383158135,54.85425441936219,53.60942633764145,54.545318603515625,3444327.0
2025-01-07T00:00:00+01:00,54.445367969659806,55.49938713120294,53.91836185505317,54.88151550292969,3010929.0
2025-01-08T00:00:00+01:00,54.872426066723406,55.335831511284056,53.872929700524324,54.645267486572266,2534021.0
2025-01-09T00:00:00+01:00,54.16369373190338,54.70887295114769,53.6457724337718,54.47262954711914,1759110.0
2025-01-10T00:00:00+01:00,54.327249612365534,54.70887438258866,53.79115519741041,53.92744827270508,3177621.0
2025-01-13T00:00:00+01:00,53.87293166369085,54.37267986500156,53.4276993052575,54.19095230102539,2249295.0
