symbol,price,vol20,rsi14,drift_score
^FCHI,8068.6201171875,0.0979663059627547,62.434131923392414,0.06666666666666667
BNP.PA,78.08999633789062,0.24276341071897536,80.31617635528707,0.06666666666666667
AIR.PA,194.02000427246094,0.2848655230075794,41.55699374266117,0.05
MC.PA,624.5,0.16582452887609142,56.58268294686176,0.03333333333333333
OR.PA,370.04998779296875,0.18051483798312998,55.36722423526847,0.05
ORA.PA,13.680000305175781,0.14516113903992767,52.07766644834897,0.03333333333333333
