symbol,price,vol20,rsi14,drift_score
^FCHI,8159.830078125,0.07562204897833931,57.511435623104276,0.06666666666666667
BNP.PA,80.51000213623047,0.1694777611819436,79.4828688782766,0.06666666666666667
AIR.PA,195.72000122070312,0.3019327979350168,55.03527676490264,0.05
MC.PA,636.0999755859375,0.13233749055502625,49.08177374636107,0.03333333333333333
OR.PA,370.75,0.15511889357527056,40.99999847412342,0.03333333333333333
ORA.PA,13.895000457763672,0.13099571568143684,51.86564561700674,0.03333333333333333
